Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2106,Prosper Peter,ng NGA,FW,Angers,fr Ligue 1,16,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2107,Léo Pétrot,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1997,31,29,"2,634",29.3,0,3,3,0,0,0,4,0,0,0.1,0.1,0,0.1,Matches
2108,Đorđe Petrović,rs SRB,GK,Strasbourg,fr Ligue 1,24,1999,31,31,"2,790",31,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2109,Giuseppe Pezzella,it ITA,MF,Empoli,it Serie A,26,1997,35,34,"2,878",32,0,3,3,0,0,0,7,0,0,0.09,0.09,0,0.09,Matches
2110,Valentín Pezzolesi,es ESP,DF,Las Palmas,es La Liga,17,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2111,Luca Philipp,de GER,GK,Hoffenheim,de Bundesliga,23,2000,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2112,Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,30,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2113,Kalvin Phillips,eng ENG,MF,Ipswich Town,eng Premier League,28,1995,19,14,"1,237",13.7,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
2114,Jaden Philogene Bidace,eng ENG,MF,Aston Villa,eng Premier League,22,2002,11,2,332,3.7,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
2115,Jaden Philogene Bidace,eng ENG,MF,Ipswich Town,eng Premier League,22,2002,10,5,474,5.3,2,0,2,2,0,0,1,0,0.38,0,0.38,0.38,0.38,Matches
2116,Pica,es ESP,DF,Alavés,es La Liga,22,2002,9,5,499,5.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2117,Roberto Piccoli,it ITA,FW,Cagliari,it Serie A,23,2001,37,37,"3,127",34.7,10,1,11,9,1,1,6,0,0.29,0.03,0.32,0.26,0.29,Matches
2118,Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27,1997,18,7,785,8.7,1,2,3,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,Matches
2119,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,30,1994,38,38,"3,420",38,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
2120,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,26,1998,23,16,"1,498",16.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
2121,Marvin Pieringer,de GER,FW,Heidenheim,de Bundesliga,24,1999,31,26,"2,206",24.5,7,4,11,4,3,3,7,0,0.29,0.16,0.45,0.16,0.33,Matches
2122,Nicholas Pierini,it ITA,"FW,MF",Venezia,it Serie A,25,1998,2,0,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2123,Santiago Pierotti,ar ARG,"MF,FW",Lecce,it Serie A,23,2001,36,22,"1,937",21.5,4,2,6,4,0,0,6,1,0.19,0.09,0.28,0.19,0.28,Matches
2124,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24,2000,30,21,"1,723",19.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2125,Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25,1999,36,33,"2,850",31.7,10,1,11,10,0,1,4,0,0.32,0.03,0.35,0.32,0.35,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2126,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31,1993,22,21,"1,913",21.3,2,0,2,2,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
2127,Yéremy Pino,es ESP,MF,Villarreal,es La Liga,21,2002,34,25,"1,934",21.5,4,7,11,4,0,0,11,0,0.19,0.33,0.51,0.19,0.51,Matches
2128,Nicola Pintus,it ITA,DF,Cagliari,it Serie A,19,2005,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2129,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,19,2004,28,11,"1,227",13.6,2,1,3,2,0,0,7,0,0.15,0.07,0.22,0.15,0.22,Matches
2130,Damián Pizarro,cl CHI,FW,Udinese,it Serie A,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2131,Semuel Pizzignacco,it ITA,GK,Monza,it Serie A,22,2001,9,8,736,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2132,Alassane Pléa,fr FRA,MF,Gladbach,de Bundesliga,31,1993,30,24,"1,902",21.1,11,4,15,10,1,1,3,0,0.52,0.19,0.71,0.47,0.66,Matches
2133,Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25,1999,21,13,"1,178",13.1,2,2,4,2,0,0,6,2,0.15,0.15,0.31,0.15,0.31,Matches
2134,Daniel Podence,pt POR,"FW,MF",Wolves,eng Premier League,28,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2135,Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,29,1994,20,19,"1,603",17.8,6,0,6,3,3,4,1,0,0.34,0,0.34,0.17,0.17,Matches
2136,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,30,1993,37,34,"2,804",31.2,3,4,7,3,0,0,3,0,0.1,0.13,0.22,0.1,0.22,Matches
2137,Alfie Pond,eng ENG,DF,Wolves,eng Premier League,20,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2138,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,26,1997,20,14,"1,367",15.2,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
2139,Nick Pope,eng ENG,GK,Newcastle,eng Premier League,32,1992,28,28,"2,520",28,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2140,Finn Porath,de GER,MF,Holstein Kiel,de Bundesliga,27,1997,31,20,"1,970",21.9,2,3,5,2,0,0,3,0,0.09,0.14,0.23,0.09,0.23,Matches
2141,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,24,1999,33,28,"2,610",29,2,6,8,2,0,0,5,0,0.07,0.21,0.28,0.07,0.28,Matches
2142,Portu,es ESP,"FW,MF",Girona,es La Liga,32,1992,27,6,779,8.7,1,2,3,1,0,0,4,0,0.12,0.23,0.35,0.12,0.35,Matches
2143,Stefan Posch,at AUT,DF,Bologna,it Serie A,27,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2144,Stefan Posch,at AUT,DF,Atalanta,it Serie A,27,1997,5,4,387,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2145,Tom Pouilly,fr FRA,DF,Lens,fr Ligue 1,21,2003,10,2,273,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2146,Yussuf Poulsen,dk DEN,"MF,FW",RB Leipzig,de Bundesliga,30,1994,22,2,378,4.2,2,0,2,2,0,0,1,0,0.48,0,0.48,0.48,0.48,Matches
2147,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23,2001,30,21,"1,715",19.1,1,0,1,1,0,0,7,0,0.05,0,0.05,0.05,0.05,Matches
2148,Alexander Prass,at AUT,"MF,DF",Hoffenheim,de Bundesliga,23,2001,23,19,"1,566",17.4,0,1,1,0,0,0,1,0,0,0.06,0.06,0,0.06,Matches
2149,Matteo Prati,it ITA,MF,Cagliari,it Serie A,20,2003,12,8,570,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2150,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31,1992,24,3,456,5.1,2,0,2,1,1,1,4,0,0.39,0,0.39,0.2,0.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2151,David Preu,de GER,MF,Union Berlin,de Bundesliga,19,2004,5,1,121,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2152,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2153,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30,1994,29,29,"2,610",29,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2154,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28,1996,5,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2155,Javi Puado,es ESP,"MF,FW",Espanyol,es La Liga,26,1998,35,35,"2,974",33,12,4,16,7,5,5,8,0,0.36,0.12,0.48,0.21,0.33,Matches
2156,Tymoteusz Puchacz,pl POL,MF,Holstein Kiel,de Bundesliga,25,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
2157,Diego Pugno,it ITA,DF,Juventus,it Serie A,18,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2158,Christian Pulisic,us USA,"MF,FW",Milan,it Serie A,25,1998,34,29,"2,478",27.5,11,9,20,8,3,4,1,0,0.4,0.33,0.73,0.29,0.62,Matches
2159,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21,2003,13,4,495,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2160,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,20,2003,27,17,"1,747",19.4,2,2,4,2,0,0,8,0,0.1,0.1,0.21,0.1,0.21,Matches
2161,Dani Raba,es ESP,"MF,FW",Leganés,es La Liga,28,1995,29,24,"1,879",20.9,8,6,14,4,4,5,6,0,0.38,0.29,0.67,0.19,0.48,Matches
2162,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29,1995,29,27,"2,485",27.6,9,4,13,9,0,0,4,0,0.33,0.14,0.47,0.33,0.47,Matches
2163,Ionuț Radu,ro ROU,GK,Venezia,it Serie A,27,1997,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2164,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25,1999,18,14,"1,058",11.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
2165,Arnau Rafús,es ESP,GK,Valladolid,es La Liga,21,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2166,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,32,1991,36,36,"3,207",35.6,2,0,2,2,0,0,7,1,0.06,0,0.06,0.06,0.06,Matches
2167,Antonio Raimondo,it ITA,FW,Venezia,it Serie A,20,2004,9,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2168,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28,1996,29,21,"1,807",20.1,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,Matches
2169,Benito Ramírez,es ESP,"MF,DF",Las Palmas,es La Liga,29,1995,19,2,478,5.3,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
2170,Sandro Ramírez,es ESP,"MF,FW",Las Palmas,es La Liga,29,1995,31,25,"2,034",22.6,9,3,12,8,1,1,6,0,0.4,0.13,0.53,0.35,0.49,Matches
2171,Jacobo Ramón,es ESP,DF,Real Madrid,es La Liga,19,2005,3,2,204,2.3,1,0,1,1,0,0,1,0,0.44,0,0.44,0.44,0.44,Matches
2172,Gonçalo Ramos,pt POR,FW,PSG,fr Ligue 1,23,2001,22,12,"1,066",11.8,10,3,13,8,2,3,1,0,0.84,0.25,1.1,0.68,0.93,Matches
2173,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26,1998,30,30,"2,700",30,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2174,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,23,2001,29,19,"1,623",18,1,3,4,1,0,0,4,1,0.06,0.17,0.22,0.06,0.22,Matches
2175,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25,1999,36,35,"3,071",34.1,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2176,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21,2003,2,0,20,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2177,Lilian Raolisoa,fr FRA,"DF,MF",Angers,fr Ligue 1,24,2000,29,14,"1,318",14.6,0,3,3,0,0,0,1,2,0,0.2,0.2,0,0.2,Matches
2178,Raphinha,br BRA,"MF,FW",Barcelona,es La Liga,27,1996,36,32,"2,839",31.5,18,9,27,16,2,2,4,0,0.57,0.29,0.86,0.51,0.79,Matches
2179,Marcus Rashford,eng ENG,MF,Manchester Utd,eng Premier League,26,1997,15,12,978,10.9,4,1,5,4,0,0,2,0,0.37,0.09,0.46,0.37,0.46,Matches
2180,Marcus Rashford,eng ENG,"FW,MF",Aston Villa,eng Premier League,26,1997,10,4,444,4.9,2,2,4,1,1,1,0,0,0.41,0.41,0.81,0.2,0.61,Matches
2181,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24,2000,26,11,"1,103",12.3,6,1,7,6,0,0,1,0,0.49,0.08,0.57,0.49,0.57,Matches
2182,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,es La Liga,26,1998,35,34,"3,065",34.1,2,3,5,2,0,0,5,0,0.06,0.09,0.15,0.06,0.15,Matches
2183,Raúl,es ESP,FW,Osasuna,es La Liga,23,2000,32,5,750,8.3,4,0,4,4,0,0,1,0,0.48,0,0.48,0.48,0.48,Matches
2184,David Raum,de GER,"MF,DF",RB Leipzig,de Bundesliga,26,1998,22,21,"1,783",19.8,1,5,6,1,0,0,5,0,0.05,0.25,0.3,0.05,0.3,Matches
2185,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24,1999,12,11,"1,056",11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2186,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,27,1997,13,7,724,8,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
2187,David Raya,es ESP,GK,Arsenal,eng Premier League,28,1995,38,38,"3,420",38,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
2188,Abde Rebbach,dz ALG,"MF,FW",Alavés,es La Liga,25,1998,8,4,385,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2189,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,30,1993,27,7,788,8.8,1,0,1,1,0,0,3,2,0.11,0,0.11,0.11,0.11,Matches
2190,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29,1995,12,0,108,1.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2191,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2192,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,27,1996,4,1,196,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
2193,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26,1998,37,36,"3,128",34.8,10,4,14,10,0,0,2,1,0.29,0.12,0.4,0.29,0.4,Matches
2194,Pepe Reina,es ESP,GK,Como,it Serie A,41,1982,12,12,"1,034",11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
2195,Vitor Reis,br BRA,DF,Manchester City,eng Premier League,18,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2196,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22,2002,27,21,"1,830",20.3,2,1,3,2,0,0,1,0,0.1,0.05,0.15,0.1,0.15,Matches
2197,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24,2000,32,26,"2,417",26.9,0,1,1,0,0,0,11,0,0,0.04,0.04,0,0.04,Matches
2198,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29,1995,36,36,"3,240",36,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2199,Devyne Rensch,nl NED,"MF,DF",Roma,it Serie A,21,2003,14,5,469,5.2,0,1,1,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
2200,Daniel Requena,es ESP,MF,Villarreal,es La Liga,20,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2201,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19,2005,29,29,"2,543",28.3,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
2202,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25,1999,36,32,"2,383",26.5,25,8,33,21,4,5,3,0,0.94,0.3,1.25,0.79,1.1,Matches
2203,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,26,1997,27,22,"1,785",19.8,1,1,2,1,0,0,8,0,0.05,0.05,0.1,0.05,0.1,Matches
2204,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,21,2002,16,3,350,3.9,2,0,2,2,0,0,3,0,0.51,0,0.51,0.51,0.51,Matches
2205,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2206,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24,1999,30,30,"2,700",30,1,1,2,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,Matches
2207,Samuele Ricci,it ITA,MF,Torino,it Serie A,22,2001,34,34,"2,825",31.4,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06,Matches
2208,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25,1999,35,33,"2,825",31.4,4,7,11,4,0,0,7,1,0.13,0.22,0.35,0.13,0.35,Matches
2209,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24,2000,24,22,"1,922",21.4,1,0,1,1,0,0,4,1,0.05,0,0.05,0.05,0.05,Matches
2210,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,22,2002,27,10,"1,099",12.2,1,1,2,1,0,0,6,0,0.08,0.08,0.16,0.08,0.16,Matches
2211,Richarlison,br BRA,FW,Tottenham,eng Premier League,27,1997,15,4,504,5.6,4,1,5,4,0,0,2,0,0.71,0.18,0.89,0.71,0.89,Matches
2212,Diego Rico,es ESP,DF,Getafe,es La Liga,31,1993,33,32,"2,819",31.3,0,3,3,0,0,0,9,1,0,0.1,0.1,0,0.1,Matches
2213,Fabian Rieder,ch SUI,MF,Stuttgart,de Bundesliga,22,2002,21,8,867,9.6,1,3,4,1,0,0,1,0,0.1,0.31,0.42,0.1,0.42,Matches
2214,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,23,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2215,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,30,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2216,Luis Rioja,es ESP,MF,Valencia,es La Liga,30,1993,36,33,"2,831",31.5,5,3,8,3,2,2,6,0,0.16,0.1,0.25,0.1,0.19,Matches
2217,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,24,2000,16,4,516,5.7,0,1,1,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
2218,Alberto Risco,es ESP,MF,Getafe,es La Liga,18,2005,5,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2219,Mihailo Ristić,rs SRB,"MF,DF",Celta Vigo,es La Liga,28,1995,10,6,429,4.8,0,1,1,0,0,0,1,0,0,0.21,0.21,0,0.21,Matches
2220,Lars Ritzka,de GER,"MF,DF",St Pauli,de Bundesliga,26,1998,21,11,922,10.2,1,0,1,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
2221,Gorka Rivera Alonso,es ESP,DF,Getafe,es La Liga,19,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2222,Sergi Roberto,es ESP,MF,Como,it Serie A,32,1992,13,8,696,7.7,0,1,1,0,0,0,4,0,0,0.13,0.13,0,0.13,Matches
2223,Andy Robertson,sct SCO,DF,Liverpool,eng Premier League,30,1994,33,29,"2,482",27.6,0,1,1,0,0,0,3,1,0,0.04,0.04,0,0.04,Matches
2224,Antonee Robinson,us USA,"DF,MF",Fulham,eng Premier League,26,1997,36,35,"3,167",35.2,0,10,10,0,0,0,8,0,0,0.28,0.28,0,0.28,Matches
2225,Jay Robinson,eng ENG,MF,Southampton,eng Premier League,17,2007,4,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2226,Marc Roca,es ESP,MF,Real Betis,es La Liga,27,1996,14,11,906,10.1,2,2,4,2,0,0,4,0,0.2,0.2,0.4,0.2,0.4,Matches
2227,Rodri,es ESP,MF,Manchester City,eng Premier League,28,1996,3,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2228,Rodri,es ESP,MF,Real Betis,es La Liga,24,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2229,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,23,2000,2,1,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2230,Alejandro Rodriguez,pt POR,FW,Lyon,fr Ligue 1,16,2008,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2231,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20,2004,22,7,852,9.5,2,0,2,2,0,0,6,0,0.21,0,0.21,0.21,0.21,Matches
2232,Óscar Rodríguez Arnaiz,es ESP,MF,Leganés,es La Liga,26,1998,29,12,"1,330",14.8,1,4,5,1,0,0,6,1,0.07,0.27,0.34,0.07,0.34,Matches
2233,Arturo Rodríguez,es ESP,FW,Las Palmas,es La Liga,17,2006,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2234,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21,2003,17,10,927,10.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
2235,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36,1988,37,26,"2,162",24,4,7,11,4,0,0,5,0,0.17,0.29,0.46,0.17,0.46,Matches
2236,Daniel Rodriguez,es ESP,MF,Barcelona,es La Liga,18,2005,1,1,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2237,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30,1994,23,16,"1,149",12.8,0,1,1,0,0,0,6,0,0,0.08,0.08,0,0.08,Matches
2238,James Rodríguez,co COL,MF,Rayo Vallecano,es La Liga,33,1991,6,1,140,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
2239,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21,2003,36,26,"2,514",27.9,3,2,5,3,0,0,7,0,0.11,0.07,0.18,0.11,0.18,Matches
2240,Jesus Rodríguez,es ESP,MF,Real Betis,es La Liga,18,2005,21,15,"1,111",12.3,2,0,2,2,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
2241,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28,1996,21,21,"1,758",19.5,0,3,3,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
2242,Ricardo Rodríguez,ch SUI,DF,Real Betis,es La Liga,31,1992,18,15,"1,274",14.2,0,1,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
2243,Rodrygo,br BRA,"MF,FW",Real Madrid,es La Liga,23,2001,30,22,"1,928",21.4,6,5,11,6,0,0,0,0,0.28,0.23,0.51,0.28,0.51,Matches
2244,Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25,1999,7,2,298,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2245,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25,1999,19,11,"1,101",12.2,0,2,2,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
2246,Morgan Rogers,eng ENG,MF,Aston Villa,eng Premier League,22,2002,37,37,"3,114",34.6,8,10,18,8,0,0,10,0,0.23,0.29,0.52,0.23,0.52,Matches
2247,Merlin Röhl,de GER,MF,Freiburg,de Bundesliga,22,2002,19,11,965,10.7,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
2248,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29,1995,32,31,"2,672",29.7,2,0,2,2,0,0,4,2,0.07,0,0.07,0.07,0.07,Matches
2249,Leo Román,es ESP,GK,Mallorca,es La Liga,24,2000,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2250,Carlos Romero,es ESP,"DF,MF",Espanyol,es La Liga,22,2001,34,28,"2,554",28.4,2,1,3,2,0,0,7,0,0.07,0.04,0.11,0.07,0.11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2251,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26,1998,18,18,"1,416",15.7,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
2252,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24,2000,31,26,"2,156",24,4,2,6,4,0,1,10,1,0.17,0.08,0.25,0.17,0.25,Matches
2253,Luka Romero,ar ARG,"MF,FW",Alavés,es La Liga,19,2004,6,2,199,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
2254,Oriol Romeu,es ESP,MF,Girona,es La Liga,32,1991,25,17,"1,356",15.1,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
2255,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29,1994,25,17,"1,562",17.4,3,1,4,3,0,0,5,0,0.17,0.06,0.23,0.17,0.23,Matches
2256,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33,1991,36,34,"3,058",34,4,4,8,4,0,0,5,0,0.12,0.12,0.24,0.12,0.24,Matches
2257,Vitor Roque,br BRA,FW,Real Betis,es La Liga,19,2005,22,14,"1,235",13.7,4,0,4,4,0,0,4,0,0.29,0,0.29,0.29,0.29,Matches
2258,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27,1997,29,21,"1,775",19.7,3,1,4,2,1,1,6,1,0.15,0.05,0.2,0.1,0.15,Matches
2259,Lasse Rosenboom,de GER,MF,Holstein Kiel,de Bundesliga,22,2002,26,21,"1,734",19.3,2,2,4,2,0,0,3,0,0.1,0.1,0.21,0.1,0.21,Matches
2260,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21,2003,25,13,"1,249",13.9,1,0,1,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
